conversation_id,rep_id,client_id,date,product,product_category,specialite_cible,objection_type,objection_text,rep_response,response_quality,niveau_alia,visit_format,visit_step,medecin_type,scientific_accuracy_score,communication_clarity_score,objection_handling_score,overall_score,acrv_score,conformite_flag,client_sentiment,conversation_duration_sec,outcome,skill_tags
CONV_1489,REP_212,CLIENT_166,2026-01-09,Vitonic Conception B30,Conception – préconception,Gynéco,temps,Mes patientes oublient vite la routine,Ce produit est révolutionnaire dans sa catégorie. Vos patients vont adorer.,Faible,Débutant,Flash,4,Promouvant,5.14,2.64,3.42,3.62,0,0,Négatif,57,Report,basique
CONV_1490,REP_213,CLIENT_223,2025-10-28,Pédiakids Apigrip 150ml,Pédiatrie – confort saisonnier,MG,autre,Ils arrêtent dès l'amélioration des symptômes,Ce produit est révolutionnaire dans sa catégorie. Vos patients vont adorer.,Faible,Débutant,Flash,3,Promouvant,1.98,2.35,2.26,2.22,0,0,Négatif,24,Refus poli,basique
CONV_1491,REP_214,CLIENT_222,2025-11-12,Pédiakids Oméga3 150ml,Oméga-3 – enfant,MG,observance,Les enfants refusent à cause du goût,Ce produit est révolutionnaire dans sa catégorie. Vos patients vont adorer.,Faible,Débutant,Flash,2,Promouvant,5.29,5.05,5.36,5.25,0,0,Négatif,51,Report,basique
CONV_1492,REP_200,CLIENT_183,2025-10-10,LV Phytocalm B30,Calme / stress – support,MG,temps,Je préfère éviter ce type de produits en consultation,Ce produit est révolutionnaire dans sa catégorie. Vos patients vont adorer.,Faible,Débutant,Flash,3,Promouvant,2.81,4.27,4.19,3.87,0,0,Négatif,47,Report,basique
CONV_1493,REP_201,CLIENT_091,2025-12-29,Oligovit Zinc B15,Zinc – cure courte,Dermato,autre,"Tout le monde demande du zinc, c'est trop galvaudé","Votre remarque est pertinente. Pas de souci, c'est toujours efficace. Je vous laisse une fiche.",Faible,Junior,Flash,4,Promouvant,1.95,5.08,2.78,3.26,0,0,Neutre,43,Pas d'engagement,basique
CONV_1494,REP_202,CLIENT_022,2025-11-13,LV Fersang B60,Fer / énergie,Gynéco,tolerance,Trop d'intolérance digestive signalée,"C'est le meilleur produit de notre gamme. La tolérance est excellente, aucun effet secondaire signalé.",Faible,Junior,Flash,2,Promouvant,3.6,2.76,3.21,3.17,0,0,Négatif,18,Report,basique
CONV_1495,REP_203,CLIENT_183,2025-12-18,LV Tétra B B30,Vitamines B – énergie,MG,autre,Je n'aime pas les compléments vitamines B,"C'est le meilleur produit de notre gamme. La tolérance est excellente, aucun effet secondaire signalé.",Faible,Junior,Flash,2,Promouvant,3.76,4.53,4.43,4.29,0,0,Négatif,15,Report,basique
CONV_1496,REP_204,CLIENT_127,2025-12-07,PULMAX antitussif 150ml,Toux – sirop,MG,autre,Je préfère traiter la cause plutôt que le symptôme,Votre remarque est pertinente. C'est un bon produit. Vous pouvez le prescrire sans problème. Je vous garantis que vos patients seront satisfaits.,Faible,Junior,Standard,4,Promouvant,4.64,4.97,3.85,4.38,0,0,Négatif,276,Pas d'engagement,basique
CONV_1497,REP_205,CLIENT_146,2025-12-10,Oligovit Vitamine C B30,Vitamine C – soutien,MG,autre,Pas d'intérêt clinique démontré,"C'est le meilleur produit de notre gamme. La tolérance est excellente, aucun effet secondaire signalé.",Faible,Débutant,Flash,2,Promouvant,5.05,5.16,3.47,4.37,0,0,Négatif,55,Report,basique
CONV_1498,REP_206,CLIENT_126,2025-10-21,Vitonic Allaitement B45,Allaitement – support nutritionnel,Gynéco,autre,Trop de produits post-partum sur le marché,Ce produit est révolutionnaire dans sa catégorie. Vos patients vont adorer.,Faible,Junior,Flash,3,Promouvant,2.59,3.06,2.05,2.49,0,0,Négatif,42,Pas d'engagement,basique
CONV_1499,REP_207,CLIENT_169,2025-12-22,Pédiakids Crème change 40g,Dermite du siège – topique,Pédiatre,autre,Ça ne marche pas toujours dans mon expérience,Je comprends. C'est un bon produit. Vous pouvez le prescrire sans problème. Je vous garantis que vos patients seront satisfaits.,Faible,Junior,Flash,2,Facilitant,3.0,4.35,3.39,3.58,0,0,Négatif,43,Pas d'engagement,basique
CONV_1500,REP_208,CLIENT_069,2025-10-01,Omévie Oméga3 1000 B30,Oméga-3 – adulte,MG,tolerance,Problème de reflux et d'odeur signalé,Votre remarque est pertinente. C'est un bon produit. Vous pouvez le prescrire sans problème. Je vous garantis que vos patients seront satisfaits.,Faible,Junior,Standard,2,Promouvant,3.42,2.49,1.69,2.36,0,0,Négatif,400,Refus poli,basique
CONV_1501,REP_209,CLIENT_033,2025-10-10,Pédiakids Apitou N1 N2 150ml,Toux pédiatrique – sèche/grasse,MG,autre,Je ne veux pas multiplier les références pédiatriques,"C'est le meilleur produit de notre gamme. La tolérance est excellente, aucun effet secondaire signalé.",Faible,Junior,Flash,2,Promouvant,3.49,4.98,4.95,4.59,0,0,Négatif,16,Pas d'engagement,basique
CONV_1502,REP_210,CLIENT_197,2025-09-30,Phytothéra CoQ10 B60,Coenzyme Q10 – support énergétique,MG,conviction,Pas convaincu par les données sur la CoQ10,"Je comprends. Pas de souci, c'est toujours efficace. Je vous laisse une fiche.",Faible,Débutant,Flash,4,Analysant,3.47,3.66,3.31,3.46,1,0,Négatif,32,Pas d'engagement,basique
CONV_1503,REP_211,CLIENT_010,2025-11-10,Vitonic Grossesse B30,Grossesse – support nutritionnel,Gynéco,securite,Je suis très prudent avec tout produit en grossesse,Je comprends. C'est un bon produit. Vous pouvez le prescrire sans problème. Je vous garantis que vos patients seront satisfaits.,Faible,Junior,Flash,2,Facilitant,4.64,4.22,5.06,4.7,0,0,Négatif,40,Pas d'engagement,basique
CONV_1504,REP_212,CLIENT_078,2025-09-29,Vitonic Tonus Plus B30,Tonus – cure énergie,MG,comportement_patient,Mes patients veulent des résultats immédiats,"C'est le meilleur produit de notre gamme. La tolérance est excellente, aucun effet secondaire signalé.",Faible,Junior,Flash,2,Facilitant,2.66,3.19,4.25,3.53,0,0,Neutre,18,Report,basique
CONV_1505,REP_213,CLIENT_156,2025-09-26,Vitonic Conception B30,Conception – préconception,MG,temps,Mes patientes oublient vite la routine,Ce produit est révolutionnaire dans sa catégorie. Vos patients vont adorer.,Faible,Débutant,Flash,2,Promouvant,3.18,5.14,4.32,4.28,0,0,Négatif,32,Refus poli,basique
CONV_1506,REP_214,CLIENT_071,2025-10-24,Pédiakids Apigrip 150ml,Pédiatrie – confort saisonnier,MG,comportement_patient,Les parents veulent un cocktail de produits,"Oui. Pas de souci, c'est toujours efficace. Je vous laisse une fiche.",Faible,Débutant,Flash,4,Promouvant,3.11,3.96,4.74,4.1,0,0,Négatif,56,Pas d'engagement,basique
CONV_1507,REP_200,CLIENT_088,2025-11-17,Pédiakids Oméga3 150ml,Oméga-3 – enfant,MG,observance,Les enfants refusent à cause du goût,Je comprends. C'est un bon produit. Vous pouvez le prescrire sans problème. Je vous garantis que vos patients seront satisfaits.,Faible,Débutant,Flash,2,Promouvant,2.65,5.87,2.25,3.44,0,0,Négatif,54,Report,basique
CONV_1508,REP_201,CLIENT_031,2025-12-21,LV Phytocalm B30,Calme / stress – support,MG,temps,Je préfère éviter ce type de produits en consultation,Votre remarque est pertinente. C'est un bon produit. Vous pouvez le prescrire sans problème. Je vous garantis que vos patients seront satisfaits.,Faible,Junior,Standard,3,Promouvant,1.97,5.39,4.91,4.32,0,0,Neutre,427,Report,basique
CONV_1509,REP_202,CLIENT_102,2026-01-05,Oligovit Zinc B15,Zinc – cure courte,MG,conviction,Pas convaincu par les données sur le zinc,Votre remarque est pertinente. C'est un bon produit. Vous pouvez le prescrire sans problème. Je vous garantis que vos patients seront satisfaits.,Faible,Junior,Standard,4,Analysant,2.21,3.24,5.29,3.91,0,0,Négatif,477,Report,basique
CONV_1510,REP_203,CLIENT_076,2025-11-08,LV Fersang B60,Fer / énergie,MG,habitudes,J'ai mes habitudes avec un autre fer,Ce produit est révolutionnaire dans sa catégorie. Vos patients vont adorer.,Faible,Junior,Flash,4,Contrôlant,3.37,2.78,2.53,2.81,0,0,Négatif,29,Refus poli,basique
CONV_1511,REP_204,CLIENT_030,2025-09-01,LV Tétra B B30,Vitamines B – énergie,MG,autre,Je n'aime pas les compléments vitamines B,"C'est le meilleur produit de notre gamme. La tolérance est excellente, aucun effet secondaire signalé.",Faible,Débutant,Flash,4,Promouvant,2.34,4.5,2.36,3.0,0,0,Négatif,49,Pas d'engagement,basique
CONV_1512,REP_205,CLIENT_046,2025-11-05,PULMAX antitussif 150ml,Toux – sirop,MG,temps,Pas le temps pour une présentation,C'est une préoccupation que j'entends souvent. C'est un bon produit. Vous pouvez le prescrire sans problème. Je vous garantis que vos patients seront satisfaits.,Faible,Junior,Standard,3,Contrôlant,5.52,2.29,4.86,4.25,0,0,Négatif,203,Report,basique
CONV_1513,REP_206,CLIENT_095,2025-10-08,Oligovit Vitamine C B30,Vitamine C – soutien,MG,autre,"Tout le monde en demande, c'est galvaudé","C'est le meilleur produit de notre gamme. La tolérance est excellente, aucun effet secondaire signalé.",Faible,Junior,Flash,2,Promouvant,5.84,2.72,5.29,4.66,0,0,Neutre,42,Pas d'engagement,basique
CONV_1514,REP_207,CLIENT_019,2025-12-19,Vitonic Allaitement B45,Allaitement – support nutritionnel,Gynéco,securite,Je suis très prudent avec les produits en allaitement,"C'est le meilleur produit de notre gamme. La tolérance est excellente, aucun effet secondaire signalé.",Faible,Junior,Flash,3,Facilitant,5.06,5.71,2.57,4.13,0,0,Négatif,24,Pas d'engagement,basique
CONV_1515,REP_208,CLIENT_198,2025-09-22,Pédiakids Crème change 40g,Dermite du siège – topique,MG,temps,Les parents changent de marque tout le temps,"C'est le meilleur produit de notre gamme. La tolérance est excellente, aucun effet secondaire signalé.",Faible,Junior,Flash,4,Contrôlant,4.84,4.56,1.87,3.42,0,0,Négatif,30,Pas d'engagement,basique
CONV_1516,REP_209,CLIENT_063,2025-09-15,Omévie Oméga3 1000 B30,Oméga-3 – adulte,MG,tolerance,Problème de reflux et d'odeur signalé,Je comprends. C'est un bon produit. Vous pouvez le prescrire sans problème. Je vous garantis que vos patients seront satisfaits.,Faible,Junior,Flash,3,Promouvant,4.18,1.67,2.53,2.68,0,0,Négatif,24,Refus poli,basique
CONV_1517,REP_210,CLIENT_168,2025-11-13,Pédiakids Apitou N1 N2 150ml,Toux pédiatrique – sèche/grasse,Pédiatre,comportement_patient,Les parents confondent les deux types de toux,"Je comprends. Pas de souci, c'est toujours efficace. Je vous laisse une fiche.",Faible,Débutant,Flash,3,Promouvant,1.62,5.09,2.79,3.19,1,0,Neutre,37,Pas d'engagement,basique
CONV_1518,REP_211,CLIENT_136,2025-11-25,Phytothéra CoQ10 B60,Coenzyme Q10 – support énergétique,MG,autre,Trop de demandes énergie dans ma patientèle,Oui. C'est un bon produit. Vous pouvez le prescrire sans problème. Je vous garantis que vos patients seront satisfaits.,Faible,Débutant,Flash,2,Promouvant,3.06,2.19,2.66,2.62,0,0,Négatif,42,Pas d'engagement,basique
CONV_1519,REP_212,CLIENT_200,2026-02-15,Vitonic Grossesse B30,Grossesse – support nutritionnel,Gynéco,tolerance,Les nausées empêchent la prise régulière,"D'accord. Pas de souci, c'est toujours efficace. Je vous laisse une fiche.",Faible,Débutant,Flash,3,Promouvant,4.8,3.2,3.55,3.76,0,0,Négatif,24,Pas d'engagement,basique
CONV_1520,REP_213,CLIENT_124,2026-02-25,Vitonic Tonus Plus B30,Tonus – cure énergie,MG,autre,Je préfère une approche médicale classique,Ce produit est révolutionnaire dans sa catégorie. Vos patients vont adorer.,Faible,Débutant,Flash,3,Promouvant,5.13,4.78,2.43,3.81,0,0,Négatif,42,Refus poli,basique
CONV_1521,REP_214,CLIENT_199,2026-02-25,Vitonic Conception B30,Conception – préconception,Gynéco,temps,Mes patientes oublient vite la routine,Ce produit est révolutionnaire dans sa catégorie. Vos patients vont adorer.,Faible,Débutant,Flash,2,Promouvant,3.63,3.32,4.78,4.05,0,0,Neutre,51,Report,basique
CONV_1522,REP_200,CLIENT_108,2025-11-02,Pédiakids Apigrip 150ml,Pédiatrie – confort saisonnier,Pédiatre,comportement_patient,Les parents veulent un cocktail de produits,"C'est le meilleur produit de notre gamme. La tolérance est excellente, aucun effet secondaire signalé.",Faible,Débutant,Flash,3,Promouvant,5.92,5.4,5.53,5.59,0,0,Neutre,50,Pas d'engagement,basique
CONV_1523,REP_201,CLIENT_019,2026-01-01,Pédiakids Oméga3 150ml,Oméga-3 – enfant,Pédiatre,observance,Les enfants refusent à cause du goût,D'accord. C'est un bon produit. Vous pouvez le prescrire sans problème. Je vous garantis que vos patients seront satisfaits.,Faible,Débutant,Flash,2,Promouvant,5.49,4.41,5.43,5.14,0,0,Négatif,52,Report,basique
CONV_1524,REP_202,CLIENT_114,2026-02-13,LV Phytocalm B30,Calme / stress – support,MG,temps,Je préfère éviter ce type de produits en consultation,Oui. C'est un bon produit. Vous pouvez le prescrire sans problème. Je vous garantis que vos patients seront satisfaits.,Faible,Débutant,Flash,3,Promouvant,3.52,3.51,4.49,3.95,0,0,Neutre,36,Report,basique
CONV_1525,REP_203,CLIENT_079,2025-10-29,Oligovit Zinc B15,Zinc – cure courte,Dermato,conviction,Pas convaincu par les données sur le zinc,Je comprends. C'est un bon produit. Vous pouvez le prescrire sans problème. Je vous garantis que vos patients seront satisfaits.,Faible,Débutant,Flash,4,Analysant,4.15,2.8,3.78,3.58,0,0,Négatif,47,Report,basique
CONV_1526,REP_204,CLIENT_168,2026-02-12,LV Fersang B60,Fer / énergie,Gynéco,habitudes,J'ai mes habitudes avec un autre fer,Ce produit est révolutionnaire dans sa catégorie. Vos patients vont adorer.,Faible,Débutant,Flash,4,Contrôlant,5.59,4.34,3.0,4.05,0,0,Neutre,35,Refus poli,basique
CONV_1527,REP_205,CLIENT_028,2025-09-17,LV Tétra B B30,Vitamines B – énergie,MG,comportement_patient,Mes patients ne prennent pas régulièrement,Ce produit est révolutionnaire dans sa catégorie. Vos patients vont adorer.,Faible,Débutant,Flash,2,Facilitant,3.21,2.8,5.19,3.98,0,0,Négatif,49,Pas d'engagement,basique
CONV_1528,REP_206,CLIENT_003,2025-12-01,PULMAX antitussif 150ml,Toux – sirop,Pédiatre,temps,Pas le temps pour une présentation,"C'est le meilleur produit de notre gamme. La tolérance est excellente, aucun effet secondaire signalé.",Faible,Débutant,Flash,2,Contrôlant,4.51,5.47,3.41,4.3,0,0,Négatif,34,Pas d'engagement,basique
CONV_1529,REP_207,CLIENT_204,2025-12-07,Oligovit Vitamine C B30,Vitamine C – soutien,MG,autre,Pas d'intérêt clinique démontré,Ce produit est révolutionnaire dans sa catégorie. Vos patients vont adorer.,Faible,Junior,Flash,4,Promouvant,4.3,5.36,3.27,4.15,0,0,Négatif,52,Pas d'engagement,basique
CONV_1530,REP_208,CLIENT_087,2025-11-14,Vitonic Allaitement B45,Allaitement – support nutritionnel,MG,securite,Je suis très prudent avec les produits en allaitement,Ce produit est révolutionnaire dans sa catégorie. Vos patients vont adorer.,Faible,Débutant,Flash,4,Facilitant,1.67,2.2,2.67,2.28,0,0,Négatif,23,Refus poli,basique
CONV_1531,REP_209,CLIENT_141,2025-09-23,Pédiakids Crème change 40g,Dermite du siège – topique,MG,temps,Les parents changent de marque tout le temps,Ce produit est révolutionnaire dans sa catégorie. Vos patients vont adorer.,Faible,Débutant,Flash,2,Contrôlant,2.66,4.8,3.44,3.65,0,0,Négatif,34,Pas d'engagement,basique
CONV_1532,REP_210,CLIENT_032,2026-01-24,Omévie Oméga3 1000 B30,Oméga-3 – adulte,MG,tolerance,Problème de reflux et d'odeur signalé,"C'est une préoccupation que j'entends souvent. Pas de souci, c'est toujours efficace. Je vous laisse une fiche.",Faible,Junior,Flash,3,Promouvant,2.5,2.64,2.66,2.61,0,0,Neutre,23,Report,basique
CONV_1533,REP_211,CLIENT_130,2025-12-25,Pédiakids Apitou N1 N2 150ml,Toux pédiatrique – sèche/grasse,MG,comportement_patient,Les parents confondent les deux types de toux,Ce produit est révolutionnaire dans sa catégorie. Vos patients vont adorer.,Faible,Junior,Flash,3,Promouvant,4.73,5.44,5.2,5.15,0,0,Négatif,41,Report,basique
CONV_1534,REP_212,CLIENT_090,2025-12-29,Phytothéra CoQ10 B60,Coenzyme Q10 – support énergétique,MG,conviction,Pas convaincu par les données sur la CoQ10,"C'est le meilleur produit de notre gamme. La tolérance est excellente, aucun effet secondaire signalé.",Faible,Junior,Flash,3,Analysant,4.26,2.29,2.69,2.96,0,0,Neutre,20,Report,basique
CONV_1535,REP_213,CLIENT_190,2025-12-31,Vitonic Grossesse B30,Grossesse – support nutritionnel,Gynéco,tolerance,Les nausées empêchent la prise régulière,Je comprends. C'est un bon produit. Vous pouvez le prescrire sans problème. Je vous garantis que vos patients seront satisfaits.,Faible,Débutant,Flash,3,Promouvant,4.92,5.26,2.92,4.12,0,0,Neutre,59,Pas d'engagement,basique
CONV_1536,REP_214,CLIENT_055,2025-09-06,Vitonic Tonus Plus B30,Tonus – cure énergie,MG,autre,Je préfère une approche médicale classique,"C'est le meilleur produit de notre gamme. La tolérance est excellente, aucun effet secondaire signalé.",Faible,Junior,Flash,3,Promouvant,5.47,4.18,5.48,5.09,0,0,Neutre,18,Pas d'engagement,basique
CONV_1537,REP_200,CLIENT_048,2025-09-14,Vitonic Conception B30,Conception – préconception,Gynéco,temps,Mes patientes oublient vite la routine,D'accord. C'est un bon produit. Vous pouvez le prescrire sans problème. Je vous garantis que vos patients seront satisfaits.,Faible,Débutant,Flash,4,Promouvant,2.37,3.58,3.93,3.44,0,0,Négatif,31,Report,basique
CONV_1538,REP_201,CLIENT_149,2026-02-05,Pédiakids Apigrip 150ml,Pédiatrie – confort saisonnier,Pédiatre,autre,Ils arrêtent dès l'amélioration des symptômes,"C'est le meilleur produit de notre gamme. La tolérance est excellente, aucun effet secondaire signalé.",Faible,Junior,Flash,2,Promouvant,2.88,4.6,2.45,3.2,0,0,Négatif,57,Pas d'engagement,basique
CONV_1539,REP_202,CLIENT_163,2025-12-25,Pédiakids Oméga3 150ml,Oméga-3 – enfant,Pédiatre,securite,Je suis prudent sur les allégations cognitives,Ce produit est révolutionnaire dans sa catégorie. Vos patients vont adorer.,Faible,Junior,Flash,4,Facilitant,4.96,3.5,4.93,4.51,0,0,Négatif,23,Refus poli,basique
CONV_1540,REP_203,CLIENT_230,2025-11-18,LV Phytocalm B30,Calme / stress – support,MG,temps,Je préfère éviter ce type de produits en consultation,Ce produit est révolutionnaire dans sa catégorie. Vos patients vont adorer.,Faible,Débutant,Flash,3,Promouvant,4.51,2.29,2.92,3.13,0,0,Négatif,34,Pas d'engagement,basique
